"Subject";"Class";"Strand";"Strand Unit";"Content Objectives";"Further Information";;;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"na dathanna a úsáideadh chun uigeacht";" cruthanna agus gréasa a chruthú ";;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a thaitin sé leis/léi an déantúsán a dhéanamh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Naíonáin shóisearacha";" Naíonáin shinsearacha ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"an rud faoin déantúsán is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"bog";" clúmhach";" garbh";" mín";" righin";" te";" fuar";" fite nó struchtúrtha go mín nó go tiubh";" uigeach";
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"dath agus gréas";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"cáilíochtaí clúdaithe";" fillte";" deasaithe";;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"saothar ealaíontóirí a bhain úsáid as na fabraicí seo";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an saothar ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a spreag na hábhair a roghnaíodh slite chun idé a léirmhíniú ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a chomhcheanglaíonn uigeacht";" dathanna agus gréasa difriúla le chéile ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar a réitíodh fadhbanna tógála nó deartha nó mar a d'fhéadfaí iad a réiteach ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"a bhfuil taitneamhach sa saothar";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí fite, cniotáilte, cróiseáilte agus fabraicí eile chomh maith le baill éadaigh spéisiúla a bhaineann le tréimhsí agus le cultúir éagsúla a bhreathnú agus a phlé; tábhacht fabraice i gcultúr a iniúchadh";;;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Breathnú agus freagairt";"ceird agus píosaí fabraice ón gceardaí a bhreathnú agus a phlé agus";" más féidir";" cuairt a thabhairt ar cheardaí i mbun oibre";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus spásúlachta";"bog";" clúmhach";" garbh";" righin";" te";" fuar";" fite go tiubh nó go mín ";;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus spásúlachta";"dath agus gréas ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus snáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar a gcáilíochtaí tadhaill";" amhairc agus spásúlachta";"cáilíochtaí clúdaithe agus infhillte";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos ar an saothar ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"na dathanna";" na saghsanna uigeachta";" na gréasa agus na maisíochtaí a cruthaíodh";;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"an idé a bhí in aigne aige/aici ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"an ghné den saothar is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a haon";" Rang a dó ";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí agus lámhdhéantúsáin ealaíne ón gceardaí a bhreathnú agus a phlé agus cuairt a thabhairt ar cheardaí i mbun oibre";" más féidir";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"bog";" garbh";" ainmhín";" righin";" te";" fuar";" fite go mín nó go tiubh";" uigeach ";;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"dath agus gréas ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"cáilíochtaí clúdaithe";" fillte agus deasaithe ";;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"raon d'fhabraicí agus de shnáithíní éagsúla a bhreathnú";" a láimhsiú agus a phlé chun taithí a fháil ar cháilíochtaí tadhaill";" spásúlachta agus amhairc";"saothar ealaíontóirí a bhain úsáid as na fabraicí seo (sleamhnáin nó priontaí)";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"cur síos a dhéanamh ar an saothar ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"tréithe na n-ábhar agus na n-uirlisí a roghnaíodh ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"iad sin is mó ar thaitin sé leis/léi bheith ag obair leo ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"mar ar éirigh leis/léi greamanna a chumadh";" a oiriúnú nó a chur le chéile chun toradh maisiúil a bhaint amach ";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"teaglamaí dathanna";" gréasa";" torthaí uigeacha a d'éirigh leis/léi a bhaint amach ";;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"a s(h)aothar féin agus saothar páistí eile a bhreathnú agus a phlé";"an ghné den saothar is mó a thaitníonn leis/léi";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"fabraicí fite";" bróidnithe agus cniotáilte agus fabraicí eile maille le píosaí spéisiúla éadaigh ó amanna agus ó chultúir eile a bhreathnú agus a phlé";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a trí";" Rang a ceathair";"Fabraic agus snáithín";"Breathnú agus freagairt";"ceird agus píosaí fabraice ón gceardaí a bhreathnú agus a phlé agus";" más féidir";" cuairt a thabhairt ar cheardaí i mbun oibre";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as líne";" as cruth";" as dath";" as gréas";" as uigeacht";" as snáithíní le saghsanna éagsúla uigeachta agus as fabraic fhí-oscailte a úsáid ";;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"maisióchtaí uigeachta le lúba bunúsacha cniotála agus cróiseála agus le nithe fite isteach iontu";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"greamanna a chumadh le haghaidh maisíochta ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"buanna fabraice agus snáithín mar mheáin le haghaidh léirithe shamhlaíoch a iniúchadh agus a fhionnachtain";"triail a bhaint as batik a úsáid go simplí";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"colláis nó píosa appliqué a dhearadh ar théama samhlaíoch";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"líne";" cruth";" dath";" gréas agus uigeacht ruda nádúrtha a léirmhíniú trí cholláis nó appliqué ";;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"an mhóitíf a fhorbairt mar ghréas";" mar ghréas athchóipeáilte b'fhéidir";" lena úsáid chun priontáil a dhéanamh ar fhabraic";;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"píosaí beaga ar leith a chniotáil nó a chróiseál ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"baill éadaigh phearsanta ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"cniotáil";" cróiseáil agus rudaí eile a chur le chéile chun píosaí seodra a chruthú";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"píosaí beaga airgtheacha a dhéanamh i bhfabraic agus i snáithín";"feidhm a bhaint as an timpeallacht nádúrtha mar fhoinse spreagtha chun taipéis a chruthú";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"bréagáin shimplí de phearsana a dhéanamh";"úsáid airgtheach a bhaint as seanéadaí agus as píosaí fabraice chun bréagáin bunaithe ar scéalta";" ar dhánta agus ar dhrámaíocht a dhéanamh";;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"culaithirt a dhearadh agus a dhéanamh";"culaithirt airgtheach dhifriúil a dhéanamh mar mhionathrú ar théama ";;;;;;;;;;;
"Na hAmharcealaíona ";"Rang a cúig";" Rang a sé ";"Fabraic agus snáithín";"Cruthú i bhfabraic agus i snáithín";"culaithirt a dhearadh agus a dhéanamh";"ríomhchlár ealaíne a úsáid chun dearadh le haghaidh culaithirte a chumadh agus a mhodhnú do bhaill bhanna ceoil";;;;;;;;;;;
